Instance;Phase;InitUB;FeasibleFinalSolution;bcFailToSolveModel;bcCountNodeProc;bcRecRootDb;bcRecBestDb;bcRecBestInc;bcCountMastSol;bcCountCg;bcCountSpSol;bcCountCol;bcCountCutInMaster;bcTimeMastMPsol;bcTimeColGen;bcTimeCutSeparation;bcTimeAddCutToMaster;bcTimeRedCostFixAndEnum;bcTimeRootEval;bcTimeBaP;bcMain;rootGap;bestGap;bestSolKnown;Improv;PostProcWaitingTime;PostProcConsolidation;ComputedSolVal
/SetG/r107.txt;0;1000000.000000;true;0.000000;1;823.530;823.530;823.530;59;73;146;1007;436;11.949;4159.636;42.000;25.000;361.512;4999.779;4637.846;5001;-0.000;-0.000;1779.200;-955.670;0.000;false;823.073
/SetG/r108.txt;0;1000000.000000;true;0.000000;3;800.410;802.144;802.144;272;228;456;7750;1167;147.750;18559.669;183.000;96.000;1678.564;10066.312;21436.168;21862;0.002;0.000;1654.300;-852.156;0.000;false;801.686
/SetG/r109.txt;0;1000000.000000;true;0.000000;1;850.904;850.904;850.904;39;48;96;857;90;5.200;795.077;15.000;0.000;74.398;1149.496;896.420;1150;0.000;0.000;1925.900;-1074.996;0.000;false;850.447
/SetG/r110.txt;0;1000000.000000;true;0.000000;1;840.938;840.938;840.938;45;63;126;776;442;6.851;1346.495;49.000;15.000;164.229;1913.741;1611.601;1914;0.000;0.000;1833.600;-992.662;0.000;false;840.481
/SetG/r111.txt;0;1000000.000000;true;0.000000;1;827.561;827.561;827.561;37;45;90;909;95;5.143;1251.308;0.000;1.000;243.750;1849.236;1508.966;1850;0.000;0.000;1770.800;-943.239;0.000;false;827.104
/SetG/r112.txt;0;1000000.000000;true;0.000000;3;793.584;797.929;797.929;225;230;460;6978;1415;176.514;16652.061;342.000;83.000;1523.002;9497.593;19607.543;19998;0.005;0.000;1746.000;-948.071;0.000;false;797.471
/SetG/rc101.txt;0;1000000.000000;true;0.000000;1;1002.679;1002.679;1002.679;19;23;46;3454;41;1.599;29.652;0.000;0.000;30.762;143.297;113.103;143;0.000;0.000;2577.000;-1574.321;0.000;false;1001.727
/SetG/rc102.txt;0;1000000.000000;true;0.000000;1;932.091;932.091;932.091;53;68;136;6012;331;40.664;132.744;51.000;6.000;129.794;347.571;386.852;452;0.000;0.000;2407.100;-1475.009;116.000;false;931.140
/SetG/rc103.txt;0;1000000.000000;true;0.000000;1;880.291;880.291;880.291;66;83;166;6136;402;80.677;295.135;50.000;10.000;410.866;783.325;862.263;932;-0.000;-0.000;2476.900;-1596.609;94.000;false;879.340
/SetG/rc104.txt;0;1000000.000000;true;0.000000;3;847.634;859.826;859.826;317;274;548;9390;1271;373.679;2153.982;160.000;100.000;900.818;1783.311;4233.171;4272;0.014;0.000;2125.900;-1266.074;102.000;false;858.874
/SetG/rc105.txt;0;1000000.000000;true;0.000000;1;991.236;991.236;991.236;58;77;154;5952;450;11.805;98.390;71.000;9.000;88.803;252.299;320.681;351;0.000;0.000;2542.600;-1551.364;96.000;false;990.284
/SetG/rc106.txt;0;1000000.000000;true;0.000000;1;909.670;909.670;909.670;44;55;110;6026;348;5.138;73.487;42.000;6.000;90.432;201.766;269.687;300;0.000;0.000;2494.900;-1585.230;64.000;false;908.718
/SetG/rc107.txt;0;1000000.000000;true;0.000000;1;868.041;868.041;868.041;39;45;90;5821;85;36.816;117.197;13.000;0.000;182.191;335.299;367.835;433;0.000;0.000;2271.100;-1403.059;51.000;false;867.090
/SetG/rc108.txt;0;1000000.000000;true;0.000000;1;850.835;850.835;850.835;58;73;146;6084;259;33.773;197.829;14.000;6.000;460.274;704.118;788.800;858;-0.000;-0.000;2202.900;-1352.065;52.000;false;849.884
